total_methods,version_code,file_size_kb,num_files,num_receivers,num_intents,num_services,num_permissions,num_activities,has_native_code,num_providers,label
2405.5400390625,38699.1171875,339.5176696777344,229.6826629638672,0.38174113631248474,1.8759616613388062,0.17972779273986816,5.241957664489746,8.833649635314941,0.0001882314682006836,0.054140716791152954,1
15737.9169921875,19613.009765625,8558.6181640625,845.2399291992188,9.130620956420898,1.3343420028686523,8.786952018737793,29.63496208190918,27.756444931030273,0.9997343420982361,0.319804310798645,1
6848.47314453125,1590.34521484375,116.07292175292969,1142.2471923828125,1.8442904949188232,62.62575149536133,4.786194324493408,65.47663116455078,18.101049423217773,0.5705570578575134,0.22865864634513855,1
569.5289306640625,36723.359375,115.08782196044922,64.66297149658203,0.7780203223228455,2.6553080081939697,0.39580148458480835,4.763145923614502,6.517767429351807,0.0003396570682525635,0.029031574726104736,1
25666.515625,28418.869140625,6035.2421875,360.2055358886719,2.7689015865325928,0.708526611328125,3.471266508102417,24.104387283325195,6.62190580368042,0.9996808171272278,0.08256319165229797,1
25637.896484375,43429.73046875,13079.6826171875,1264.745361328125,7.095521926879883,1.4961669445037842,6.450893402099609,29.013587951660156,39.371639251708984,0.9993371963500977,0.6276997327804565,1
6336.56689453125,29848.849609375,165.34442138671875,52.8069953918457,1.4244507551193237,1.6320536136627197,0.8215913772583008,9.939939498901367,3.779339075088501,0.00021913647651672363,0.011317849159240723,1
9926.2880859375,9724.189453125,502.9653015136719,84.29730987548828,0.9074788093566895,6.4439616203308105,1.948112964630127,5.704941272735596,5.070708274841309,0.9797291159629822,0.09811392426490784,1
4566.666015625,19288.91015625,599.5851440429688,85.91586303710938,4.832892417907715,2.016787528991699,3.26658296585083,12.877949714660645,4.453760623931885,0.00040331482887268066,0.03288319706916809,1
15016.833984375,4588.18359375,8433.3115234375,371.9824523925781,9.717292785644531,1.5175942182540894,6.519497394561768,51.23140335083008,10.707426071166992,0.9998623132705688,0.10877382755279541,1
8572.7099609375,673.3739013671875,1597.1640625,50.14754867553711,2.1517977714538574,0.7205178737640381,0.8022842407226562,29.735431671142578,1.8856152296066284,0.9999051094055176,0.0135250985622406,1
5137.6171875,1579.4224853515625,228.55043029785156,9.36418628692627,15.16347885131836,3.432427406311035,12.987137794494629,9.442469596862793,10.553537368774414,0.9999876618385315,2.180816888809204,1
49.922847747802734,3842.2158203125,85.27755737304688,23.394611358642578,1.7363600730895996,1.007737159729004,0.4986315965652466,6.605486869812012,2.4955849647521973,0.0009607672691345215,0.008423477411270142,1
17666.88671875,31459.68359375,3863.2255859375,142.01553344726562,2.012584924697876,1.0264663696289062,4.052822589874268,17.473926544189453,4.472314834594727,0.9997880458831787,0.10889774560928345,1
268.1348571777344,3226.24609375,261.357666015625,73.93289184570312,2.0924341678619385,0.831279993057251,0.8654634952545166,10.009488105773926,3.112502336502075,0.00043889880180358887,0.00340840220451355,1
33725.22265625,50225.9921875,1745.8858642578125,119.92325592041016,6.088157653808594,2.7462987899780273,6.557916641235352,19.102495193481445,27.13816261291504,0.9995989799499512,1.4820691347122192,1
23867.009765625,42790.125,8776.75,267.1726989746094,1.3599598407745361,1.8247846364974976,3.9099369049072266,11.390100479125977,25.560518264770508,0.9861334562301636,0.281086802482605,1
1781.020263671875,13191.34765625,810.897216796875,82.9389877319336,0.973631739616394,1.0594993829727173,3.4426109790802,19.448179244995117,2.441086769104004,0.00016379356384277344,0.0057287514209747314,1
24286.232421875,20341.4296875,15693.044921875,1023.4977416992188,3.752488136291504,0.9173886775970459,8.447975158691406,35.53218460083008,14.996016502380371,0.9991062879562378,0.26657822728157043,1
7287.47998046875,55194.75390625,1561.606201171875,158.7880859375,1.8755497932434082,2.3541417121887207,2.0002522468566895,7.890851974487305,5.647491455078125,0.0005701780319213867,0.09542477130889893,1
744.5841674804688,4191.20556640625,561.62060546875,29.430620193481445,1.4441468715667725,0.9020141959190369,0.24462294578552246,4.159869194030762,1.5329458713531494,0.0015034377574920654,0.030936896800994873,1
16388.93359375,42993.359375,7226.76708984375,503.3039855957031,2.8364274501800537,1.1321464776992798,0.8383059501647949,12.114140510559082,9.69531536102295,0.9993494749069214,0.06572017073631287,1
11041.814453125,47060.015625,3200.0078125,173.28134155273438,0.26335710287094116,1.523518443107605,0.09897151589393616,12.89541244506836,7.481929302215576,0.00016742944717407227,0.3480304181575775,1
30579.283203125,10545.7216796875,23293.259765625,1231.9593505859375,6.0517578125,1.0458950996398926,13.886682510375977,49.93635559082031,23.130084991455078,0.9988806843757629,0.3201206624507904,1
5919.1064453125,36167.1953125,1070.986328125,291.1067810058594,0.7065837383270264,1.869523525238037,0.18410924077033997,7.704566955566406,7.07794713973999,0.00018805265426635742,0.11394691467285156,1
4030.218505859375,6419.798828125,4594.86083984375,171.87344360351562,5.987998962402344,1.6095843315124512,1.5895429849624634,37.62395095825195,4.5746917724609375,0.9999533891677856,0.04153582453727722,1
644.5039672851562,6897.533203125,136.2005615234375,34.629032135009766,3.02424693107605,1.155529499053955,0.8290470838546753,8.955799102783203,2.9000446796417236,0.00033602118492126465,0.011882692575454712,1
357.9581604003906,5356.5341796875,435.2303161621094,43.42240524291992,1.7313075065612793,1.215029001235962,0.1093401312828064,8.572623252868652,2.6947240829467773,0.001561194658279419,0.05612143874168396,1
13955.7470703125,46148.76953125,407.0208435058594,17.396686553955078,1.2069621086120605,1.373884677886963,1.2515588998794556,9.377918243408203,1.510011911392212,0.0003375411033630371,0.013113677501678467,1
25381.2109375,257.2362365722656,5862.96484375,257.5417175292969,0.3794083595275879,0.6078000068664551,9.679676055908203,35.08314514160156,53.73903274536133,0.8339046239852905,0.0028009414672851562,1
29060.880859375,25752.29296875,1590.376953125,137.72494506835938,2.9353408813476562,1.9550468921661377,1.0547987222671509,4.901699066162109,6.49171781539917,0.998970091342926,0.055710017681121826,1
6594.4716796875,22609.953125,2177.5712890625,154.39610290527344,1.197228193283081,2.3221793174743652,1.5865672826766968,4.609014511108398,7.336482048034668,0.00030499696731567383,0.04054480791091919,1
332.6260986328125,25155.3046875,151.62539672851562,82.62849426269531,0.887468695640564,2.0937886238098145,0.5464751124382019,11.288850784301758,9.251925468444824,0.0002658963203430176,0.018023520708084106,1
41591.375,158696.28125,1440.539794921875,260.6857604980469,0.11151596903800964,1.3459906578063965,2.3432211875915527,6.610288619995117,6.2789716720581055,0.004617154598236084,0.01182892918586731,1
4878.07861328125,64146.01171875,1323.8828125,69.79767608642578,0.9704018831253052,1.9530197381973267,1.660782814025879,16.021224975585938,2.71452260017395,0.00045496225357055664,0.13719597458839417,1
2790.27490234375,10232.185546875,884.3906860351562,133.84039306640625,3.0142080783843994,1.1586271524429321,2.8032398223876953,25.086589813232422,4.353364944458008,0.0003787577152252197,0.014679700136184692,1
31681.810546875,15422.8046875,11768.70703125,866.35986328125,10.1548490524292,1.7033017873764038,10.512664794921875,29.41813087463379,39.639469146728516,0.9991239309310913,0.7735194563865662,1
22.813228607177734,611.0607299804688,382.6829833984375,7.596482276916504,5.453425884246826,0.4349402189254761,0.21661320328712463,4.7832136154174805,1.0867489576339722,0.011748909950256348,0.0353720486164093,1
2579.059814453125,27184.244140625,813.7076416015625,88.31494903564453,1.110361099243164,3.4384801387786865,2.2546427249908447,3.6563243865966797,10.384847640991211,0.00019407272338867188,0.02504587173461914,1
14288.18359375,4494.89306640625,8249.0478515625,364.30047607421875,9.649642944335938,1.5358809232711792,6.38986349105835,51.73869323730469,10.397090911865234,0.9998672604560852,0.10348305106163025,1
29548.986328125,23721.205078125,4716.193359375,318.29901123046875,3.9833850860595703,0.8761901259422302,2.1581289768218994,25.95846939086914,8.255273818969727,0.9996935129165649,0.08706620335578918,1
2193.409423828125,23275.34375,541.59619140625,193.65399169921875,1.77330482006073,1.9783155918121338,1.3357073068618774,15.015008926391602,6.795174598693848,0.0003260672092437744,0.02332019805908203,1
68222.2734375,10661.931640625,16000.3876953125,1237.697021484375,10.174012184143066,1.4417637586593628,12.545442581176758,38.11037826538086,36.94893264770508,0.9884849786758423,0.6716315746307373,1
3806.310791015625,5420.27978515625,168.44097900390625,146.1666717529297,0.8489977121353149,0.7217026948928833,0.16033869981765747,2.0590765476226807,2.0306944847106934,0.0008199512958526611,0.015943467617034912,1
10020.3857421875,35354.4375,1747.0247802734375,455.061767578125,0.3569924533367157,1.8444560766220093,1.38525390625,1.7607700824737549,4.478934288024902,0.9897942543029785,0.01338118314743042,1
9724.0400390625,4625.0703125,7501.15673828125,311.0093994140625,8.48377513885498,1.3855761289596558,5.311604022979736,50.85224533081055,8.086066246032715,0.9998955130577087,0.07300248742103577,1
15.347494125366211,503.2660217285156,260.18060302734375,12.237882614135742,3.7888858318328857,0.6230745911598206,0.106896311044693,4.517821788787842,1.4113779067993164,0.00479280948638916,0.009890824556350708,1
1590.19775390625,37733.62109375,2672.019287109375,175.40179443359375,4.422006130218506,1.2942712306976318,1.499616265296936,38.065067291259766,4.791638374328613,0.9999823570251465,0.06622076034545898,1
1476.748046875,5308.18798828125,475.2049255371094,49.85782241821289,4.825984001159668,0.9104508757591248,0.568109393119812,12.666382789611816,2.4607062339782715,0.00129660964012146,0.024719685316085815,1
22128.58984375,17607.88671875,2750.174072265625,310.96673583984375,8.34189510345459,1.8778173923492432,6.946728706359863,17.499656677246094,23.28923988342285,0.9997788071632385,0.23332065343856812,1
639.0048828125,11355.79296875,120.76665496826172,16.03337860107422,3.032183885574341,2.1088061332702637,0.11278608441352844,2.952528238296509,1.9728717803955078,0.006557375192642212,0.46234843134880066,1
2950.663330078125,5394.13720703125,2221.80322265625,97.61796569824219,2.3949403762817383,0.6950221657752991,2.8304474353790283,24.631723403930664,2.5253472328186035,0.0005160272121429443,0.00816318392753601,1
431.174560546875,6525.62353515625,210.29159545898438,58.31009292602539,0.5885526537895203,1.9667383432388306,1.9537644386291504,11.596109390258789,17.59695053100586,0.0007557868957519531,0.0019617080688476562,1
462.1267395019531,3352.48388671875,397.0973815917969,71.38229370117188,3.119178533554077,0.5262023210525513,0.5160510540008545,15.071026802062988,2.3966822624206543,0.0009188652038574219,0.007670462131500244,1
2682.28271484375,8450.349609375,949.1051025390625,131.4962921142578,3.404109001159668,1.0702630281448364,2.610133171081543,24.956825256347656,4.446932315826416,0.0004188418388366699,0.013699829578399658,1
28870.177734375,29522.958984375,3971.3134765625,412.5792541503906,4.248591423034668,1.6013331413269043,4.258721351623535,8.626996994018555,17.184825897216797,0.9982502460479736,0.1636905074119568,1
2609.860595703125,16103.0576171875,1278.635009765625,250.53018188476562,1.4797472953796387,2.1478207111358643,2.848938226699829,10.786356925964355,8.752216339111328,0.00023159384727478027,0.008518874645233154,1
1978.896240234375,10546.6171875,651.2288818359375,128.35682678222656,3.2099082469940186,1.2882184982299805,2.5016183853149414,20.229995727539062,5.065402984619141,0.00036087632179260254,0.013909310102462769,1
3986.3544921875,72418.984375,470.7664794921875,76.53929901123047,1.345991849899292,2.6658575534820557,2.1897168159484863,9.508855819702148,3.6638829708099365,0.0003032982349395752,0.07316082715988159,1
6018.5810546875,20188.51171875,849.4122314453125,165.98838806152344,1.3004634380340576,1.5016343593597412,1.742451548576355,3.552384614944458,4.929481029510498,0.00020763278007507324,0.010988384485244751,1
2257.41650390625,14791.615234375,621.7119750976562,100.97749328613281,2.768095016479492,1.310502290725708,3.1407742500305176,21.261356353759766,3.4559543132781982,0.000359952449798584,0.020537614822387695,1
5511.31591796875,31444.462890625,426.331787109375,84.23236083984375,2.0597920417785645,1.3590525388717651,1.9659656286239624,15.097885131835938,2.802316665649414,0.0002918839454650879,0.029055505990982056,1
381.4710693359375,6296.6044921875,358.8919982910156,98.94485473632812,0.21553286910057068,1.1183850765228271,1.4812088012695312,12.976906776428223,5.871734619140625,0.00038367509841918945,0.0006540119647979736,1
34243.97265625,12858.115234375,2162.195556640625,162.73883056640625,6.357664108276367,2.720332145690918,8.998176574707031,8.098224639892578,21.702735900878906,0.9948554635047913,0.26437491178512573,1
1659.89306640625,9821.95703125,639.7444458007812,179.16500854492188,3.3516411781311035,1.4399365186691284,1.4701647758483887,14.233484268188477,8.384138107299805,0.0003527402877807617,0.00996851921081543,1
2102.383544921875,7031.11279296875,1080.386474609375,134.57827758789062,2.519580841064453,1.1947294473648071,3.092407703399658,18.684398651123047,5.333950996398926,0.00021955370903015137,0.005508452653884888,1
11971.884765625,56511.74609375,2156.88427734375,212.80360412597656,1.742332935333252,1.5967508554458618,1.377395749092102,15.65549087524414,4.1676435470581055,0.000608980655670166,0.09482124447822571,1
17787.625,22863.68359375,3073.795166015625,215.8347625732422,2.639845848083496,1.098913550376892,1.7133729457855225,23.155221939086914,3.654406785964966,0.0006768703460693359,0.05053594708442688,1
978.0264282226562,6548.3642578125,110.3198471069336,32.90564727783203,0.7590874433517456,12.494210243225098,0.26771172881126404,11.12051773071289,6.0703959465026855,0.00012198090553283691,0.1444205939769745,1
203.0,1.0,39.3134765625,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
3056.0,1.0,164.630859375,8.0,5.0,5.0,2.0,18.0,5.0,0.0,0.0,2
203.0,1.0,39.3173828125,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
203.0,1.0,39.2587890625,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
209.0,1.0,39.6376953125,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
345.0,1.0,42.7490234375,8.0,4.0,5.0,2.0,18.0,6.0,0.0,0.0,2
241.0,1.0,38.7431640625,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
241.0,1.0,38.6806640625,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
241.0,1.0,38.6728515625,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
203.0,1.0,39.4150390625,9.0,4.0,5.0,2.0,17.0,5.0,0.0,0.0,2
148.0,80.0,380.3232421875,28.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,2
183.0,80.0,421.5361328125,26.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,2
232.0,1.0,108.2216796875,12.0,1.0,2.0,0.0,8.0,1.0,1.0,0.0,2
183.0,80.0,115.7412109375,26.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,2
183.0,80.0,421.5498046875,26.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,2
183.0,80.0,421.4873046875,26.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,2
116.0,1.0,780.357421875,19.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2
158.0,80.0,312.8056640625,29.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,2
249.0,80.0,291.94921875,25.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,2
183.0,80.0,421.49609375,26.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,2
505.0,1.0,872.3876953125,97.0,3.0,2.0,2.0,29.0,4.0,0.0,0.0,2
505.0,1.0,872.408203125,97.0,3.0,2.0,2.0,29.0,4.0,0.0,0.0,2
505.0,1.0,872.345703125,97.0,3.0,2.0,2.0,29.0,4.0,0.0,0.0,2
637.0,1.0,674.69921875,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
505.0,1.0,872.3408203125,97.0,3.0,2.0,2.0,29.0,4.0,0.0,0.0,2
505.0,1.0,872.3525390625,97.0,3.0,2.0,2.0,29.0,4.0,0.0,0.0,2
1064.0,10000.0,142.9287109375,9.0,2.0,0.0,1.0,19.0,2.0,0.0,0.0,2
391.0,1.0,667.6494140625,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
391.0,1.0,667.6533203125,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
391.0,1.0,667.6650390625,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
5475.0,1.0,1166.2763671875,17.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2
83.0,1.0,3010.1904296875,11.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2
144.0,1.0,1410.421875,10.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2
144.0,1.0,1043.2802734375,10.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2
83.0,1.0,2988.6982421875,11.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2
144.0,1.0,2289.37109375,10.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2
9697.0,1.0,453.529296875,13.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2
6353.0,1.0,1028.8828125,11.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2
144.0,1.0,932.603515625,10.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2
83.0,4.0,2977.1650390625,11.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2
86.0,1.0,1098.28125,15.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2
86.0,1.0,1082.0078125,15.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2
3421.0,1.0,1031.6943359375,30.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,2
131.0,1.0,261.3740234375,13.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2
133.0,1.0,437.19140625,18.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,2
15527.0,1.0,1147.9931640625,98.0,3.0,2.0,9.0,9.0,5.0,0.0,0.0,2
86.0,1.0,1081.7041015625,15.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2
127.0,1.0,3376.787109375,32.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,2
14913.0,1.0,1088.9111328125,98.0,3.0,2.0,14.0,8.0,22.0,0.0,0.0,2
122.0,1.0,11931.4052734375,48.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2
19459.0,2.0,1867.4296875,340.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
19459.0,2.0,1986.734375,340.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
19459.0,2.0,1897.18359375,340.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
256.0,1.0,725.6904296875,25.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,2
19459.0,2.0,1922.2109375,340.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
256.0,1.0,1642.515625,26.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,2
19459.0,2.0,1949.91796875,340.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
19453.0,2.0,11964.7412109375,341.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
19459.0,2.0,1998.234375,340.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,2
19473.0,2.0,1987.2275390625,340.0,0.0,4.0,0.0,14.0,2.0,1.0,0.0,2
4045.0,1.0,5805.2783203125,1662.0,5.0,2.0,1.0,25.0,32.0,0.0,0.0,2
315.0,1.0,1049.173828125,71.0,3.0,2.0,1.0,14.0,2.0,0.0,0.0,2
4790.0,1.0,1159.3330078125,1032.0,5.0,2.0,1.0,11.0,6.0,0.0,0.0,2
4784.0,6.0,1359.5,1011.0,5.0,2.0,1.0,11.0,6.0,0.0,0.0,2
275.0,1.0,676.6943359375,39.0,3.0,2.0,1.0,14.0,2.0,0.0,0.0,2
5583.0,1.0,586.240234375,291.0,6.0,2.0,1.0,14.0,2.0,0.0,0.0,2
4784.0,6.0,1159.6298828125,1032.0,5.0,2.0,1.0,11.0,6.0,0.0,0.0,2
1352.0,1.0,1225.25,1012.0,5.0,2.0,1.0,11.0,6.0,0.0,0.0,2
314.0,1.0,1046.5966796875,71.0,3.0,2.0,1.0,14.0,2.0,0.0,0.0,2
4790.0,1.0,1359.521484375,1011.0,5.0,2.0,1.0,11.0,6.0,0.0,0.0,2
317.0,1.0,1050.25,70.0,3.0,2.0,1.0,14.0,2.0,0.0,0.0,2
9723.0,1.0,1057.6103515625,362.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,2
378.0,1.0,666.5361328125,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
396.0,1.0,667.0078125,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
12481.0,1.0,1104.9482421875,270.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2
396.0,1.0,667.228515625,75.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
1047.0,10000.0,57.19921875,8.0,2.0,2.0,1.0,15.0,1.0,0.0,0.0,2
317.0,1.0,1050.2333984375,70.0,3.0,2.0,1.0,14.0,2.0,0.0,0.0,2
378.0,1.0,667.6650390625,76.0,2.0,2.0,1.0,16.0,2.0,0.0,0.0,2
310.0,1.0,681.5068359375,39.0,3.0,2.0,1.0,16.0,3.0,0.0,0.0,2
2158.0,1.0,116.1904296875,15.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
2158.0,1.0,114.60546875,15.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
3017.0,1.0,140.861328125,17.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
2158.0,1.0,108.853515625,15.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
2158.0,1.0,114.6005859375,15.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
2158.0,1.0,116.9375,15.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
3017.0,1.0,140.7685546875,17.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
2321.0,1.0,119.8408203125,15.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
3017.0,1.0,140.861328125,17.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
3017.0,1.0,140.9052734375,17.0,2.0,2.0,2.0,15.0,2.0,0.0,0.0,2
5683.0,1.0,731.8251953125,104.0,5.0,2.0,6.0,18.0,4.0,0.0,0.0,2
10791.0,1.0,453.87109375,7.0,1.0,2.0,2.0,11.0,1.0,0.0,0.0,2
3096.0,,145.5654296875,22.0,5.0,8.0,8.0,22.0,8.0,0.0,0.0,2
2983.0,1.0,358.7080078125,38.0,3.0,4.0,6.0,19.0,3.0,0.0,0.0,2
1962.0,1.0,196.2314453125,42.0,3.0,2.0,2.0,12.0,3.0,0.0,0.0,2
15046.0,14022.0,1706.1123046875,411.0,8.0,2.0,4.0,24.0,7.0,0.0,0.0,2
139.0,1.0,112.29296875,18.0,5.0,2.0,5.0,23.0,12.0,0.0,0.0,2
1962.0,1.0,207.76953125,42.0,3.0,2.0,2.0,12.0,3.0,0.0,0.0,2
382.0,13.0,63.9052734375,14.0,7.0,2.0,3.0,34.0,2.0,0.0,0.0,2
373.0,13.0,112.7666015625,70.0,6.0,2.0,2.0,32.0,3.0,0.0,0.0,2
4003.0,13.0,1845.82421875,220.0,7.0,2.0,6.0,28.0,9.0,0.0,0.0,2
10121.1845703125,64893.58984375,848.1011962890625,116.55528259277344,1.5472583770751953,2.031405448913574,1.3125211000442505,9.760436058044434,4.072872161865234,0.0004666447639465332,0.07806903123855591,2
6374.75048828125,8446.4111328125,2582.941650390625,128.7771453857422,5.0854902267456055,1.512783408164978,5.899394989013672,29.403961181640625,4.521388053894043,0.0007319748401641846,0.025397956371307373,2
1907.5482177734375,7942.71240234375,749.3825073242188,156.78134155273438,2.646570920944214,1.1082210540771484,1.9931102991104126,22.723920822143555,5.327202320098877,0.00033909082412719727,0.008202522993087769,2
1147.5333251953125,2422.62060546875,2454.342041015625,41.06459045410156,2.906970500946045,0.7380765080451965,0.5594951510429382,34.49964904785156,1.7888625860214233,0.9999864101409912,0.020395338535308838,2
2716.676513671875,18161.005859375,205.6829833984375,85.85173797607422,1.780460238456726,1.7918658256530762,1.344125509262085,12.998346328735352,4.639641284942627,0.00022071599960327148,0.010847747325897217,2
49.204261779785156,36.095947265625,4690.4287109375,74.83751678466797,0.1140483021736145,1.85322105884552,4.1626176834106445,4.9758501052856445,1.9355841875076294,7.212162017822266e-06,4.589557647705078e-06,2
1928.409912109375,31150.0859375,493.0943298339844,129.884521484375,0.8211559057235718,2.5832748413085938,0.5116375684738159,10.593168258666992,12.199596405029297,0.00025647878646850586,0.059218406677246094,2
1688.681884765625,6977.57373046875,699.013671875,117.29981231689453,2.8153798580169678,0.8618862628936768,1.7238441705703735,21.815235137939453,3.766000747680664,0.00037223100662231445,0.009759366512298584,2
22421.447265625,43005.17578125,3688.521728515625,339.6546630859375,2.501929521560669,1.2158284187316895,2.638059616088867,8.503423690795898,7.760441780090332,0.9992077350616455,0.08691835403442383,2
6598.2724609375,1586.9429931640625,3084.209228515625,74.27981567382812,11.04010009765625,1.579777479171753,8.245298385620117,41.32012176513672,4.891875267028809,0.9999750852584839,0.10604631900787354,2
7223.43896484375,46896.34765625,911.2763671875,154.12591552734375,1.3083200454711914,1.7200466394424438,2.294605016708374,10.145930290222168,4.539315223693848,0.0003521144390106201,0.03701183199882507,2
33423.55078125,2461.476806640625,14480.9345703125,606.8926391601562,7.273368835449219,1.3178825378417969,11.970969200134277,29.325551986694336,29.237436294555664,0.9902819395065308,0.126511812210083,2
43590.12109375,4121.013671875,25041.279296875,1516.955810546875,11.41071891784668,1.7304961681365967,18.749279022216797,62.457977294921875,45.63187789916992,0.9980300068855286,0.4220881760120392,2
199.35479736328125,34926.66015625,65.26763916015625,27.1722412109375,0.5693287253379822,2.7218594551086426,0.24595186114311218,4.6289777755737305,4.970053672790527,0.00044077634811401367,0.022642582654953003,2
24543.873046875,18491.193359375,11722.5078125,567.8323974609375,5.8808979988098145,1.4479020833969116,3.602034568786621,12.67713737487793,20.58770179748535,0.9987805485725403,0.1693136990070343,2
6411.9091796875,6393.65576171875,1276.24658203125,51.69103240966797,1.5295624732971191,0.6481848359107971,0.9068123698234558,9.275586128234863,1.8163056373596191,0.0005625486373901367,0.00888112187385559,2
4904.9423828125,6541.56005859375,2802.236083984375,113.16944122314453,4.844658851623535,1.154187560081482,4.380713939666748,26.995349884033203,3.556260585784912,0.0008783340454101562,0.019648879766464233,2
2904.15576171875,8595.7470703125,1247.265625,81.52790069580078,1.6726443767547607,0.6481562852859497,2.8601512908935547,27.378890991210938,2.157756805419922,0.00066414475440979,0.012419342994689941,2
1962.516357421875,10467.830078125,648.56689453125,127.4488754272461,3.209278106689453,1.2799673080444336,2.4863622188568115,20.193252563476562,5.029210090637207,0.000361025333404541,0.013869315385818481,2
684.2985229492188,7267.83154296875,333.5273742675781,92.42481994628906,2.369485855102539,0.8188462257385254,0.9073070287704468,17.855417251586914,3.3833799362182617,0.0004432499408721924,0.007494747638702393,2
16006.55859375,5306.9345703125,8599.5361328125,289.30029296875,5.463103771209717,0.8656121492385864,5.247058868408203,25.326305389404297,8.158282279968262,0.9993242025375366,0.028798162937164307,2
15486.642578125,14554.1806640625,7024.53662109375,459.76519775390625,4.996715545654297,0.9390586018562317,5.934233665466309,35.65187072753906,11.836515426635742,0.9997947216033936,0.146222323179245,2
3897.446533203125,35205.63671875,377.3101806640625,94.0245361328125,1.7563490867614746,2.848724365234375,1.5029430389404297,8.454998970031738,10.323022842407227,0.0002709925174713135,0.03998291492462158,2
898.2141723632812,43186.7421875,459.03216552734375,60.865257263183594,1.4706711769104004,2.7017741203308105,2.293287515640259,7.0524797439575195,6.282097339630127,0.00024777650833129883,0.05562576651573181,2
12341.2119140625,4159.69091796875,111.40454864501953,90.69422912597656,0.23459789156913757,1.981884479522705,0.004326343536376953,3.7440242767333984,6.624474048614502,5.3942203521728516e-05,0.6561641693115234,2
2877.681640625,9666.173828125,947.8519897460938,143.4219207763672,3.434290885925293,1.2117599248886108,2.8689041137695312,25.004833221435547,5.175573348999023,0.00040018558502197266,0.014307290315628052,2
2216.710693359375,27278.966796875,3163.640625,125.45376586914062,3.205725908279419,1.9887651205062866,1.8277225494384766,12.090304374694824,7.178452491760254,0.9999146461486816,0.05961114168167114,2
