num_files,num_permissions,num_providers,file_size_kb,num_intents,total_methods,num_services,version_code,has_native_code,num_receivers,num_activities,label
787.0,17.0,2.0,5054.85546875,5.0,64428.0,4.0,81.0,0.0,2.0,13.0,0
512.0,3.0,0.0,2665.845703125,2.0,30105.0,0.0,1.0,0.0,0.0,9.0,0
2041.0,12.0,1.0,27839.5185546875,3.0,72759.0,3.0,380.0,1.0,3.0,14.0,0
213.0,2.0,0.0,3952.146484375,4.0,15228.0,2.0,1.0,0.0,2.0,2.0,0
1517.0,25.0,1.0,7917.810546875,8.0,60927.0,26.0,2290.0,0.0,29.0,24.0,0
253.0,8.0,0.0,9123.8466796875,14.0,56289.0,1.0,25.0,1.0,0.0,12.0,0
193.0,4.0,1.0,3335.40625,6.0,31184.0,1.0,42.0,0.0,2.0,9.0,0
679.0,7.0,0.0,11023.0576171875,2.0,46802.0,0.0,1.0,0.0,0.0,7.0,0
271.0,15.0,0.0,7138.6005859375,3.0,53666.0,3.0,15.0,1.0,3.0,3.0,0
2834.0,18.0,4.0,17406.0126953125,13.0,135866.0,22.0,471.0,1.0,18.0,94.0,0
731.0,7.0,0.0,31729.7939453125,2.0,58678.0,0.0,1080000.0,1.0,0.0,5.0,0
1929.0,16.0,0.0,7941.025390625,6.0,42080.0,2.0,36.0,0.0,1.0,41.0,0
1775.0,29.0,1.0,22258.4443359375,3.0,79127.0,5.0,88.0,1.0,5.0,54.0,0
306.0,3.0,0.0,24292.2392578125,2.0,18008.0,0.0,5000000.0,1.0,0.0,3.0,0
639.0,9.0,1.0,5492.830078125,2.0,41529.0,2.0,7.0,0.0,3.0,9.0,0
261.0,7.0,0.0,6918.373046875,2.0,18724.0,0.0,1.0,1.0,0.0,3.0,0
2769.0,15.0,6.0,26386.9775390625,11.0,116189.0,14.0,60511.0,1.0,10.0,96.0,0
1025.0,15.0,5.0,6492.4873046875,3.0,44095.0,10.0,74.0,0.0,8.0,37.0,0
930.0,9.0,4.0,14280.400390625,3.0,18364.0,18.0,3.0,1.0,5.0,14.0,0
1928.0,12.0,2.0,19617.0673828125,18.0,67517.0,17.0,22.0,0.0,6.0,16.0,0
254.0,10.0,0.0,8830.5751953125,3.0,50916.0,2.0,35.0,0.0,0.0,12.0,0
142.0,10.0,0.0,1861.2490234375,2.0,12638.0,1.0,7.0,0.0,1.0,6.0,0
294.0,10.0,0.0,13339.4404296875,3.0,7940.0,1.0,481.0,1.0,0.0,5.0,0
3185.0,17.0,3.0,18404.18359375,4.0,64456.0,7.0,73.0,1.0,7.0,28.0,0
147.0,6.0,0.0,9523.53125,5.0,55977.0,0.0,40.0,1.0,0.0,11.0,0
562.0,10.0,1.0,2905.005859375,2.0,36213.0,5.0,1.0,0.0,2.0,3.0,0
288.0,3.0,0.0,20377.9716796875,2.0,14817.0,0.0,7006001.0,1.0,0.0,2.0,0
1709.0,14.0,2.0,22681.4658203125,3.0,59033.0,5.0,231.0,1.0,5.0,27.0,0
767.0,2.0,0.0,13189.28515625,2.0,14778.0,0.0,114.0,0.0,0.0,7.0,0
311.0,8.0,0.0,1953.1962890625,2.0,16214.0,0.0,31.0,0.0,0.0,25.0,0
444.0,5.0,0.0,5137.474609375,2.0,28781.0,2.0,24.0,0.0,0.0,5.0,0
1624.0,25.0,1.0,19490.59765625,3.0,52626.0,4.0,84223460.0,1.0,1.0,36.0,0
1006.0,16.0,1.0,5432.1904296875,11.0,42545.0,4.0,74.0,1.0,6.0,26.0,0
724.0,8.0,2.0,14380.8125,2.0,37713.0,3.0,20160608.0,1.0,7.0,9.0,0
1318.0,8.0,1.0,5070.7734375,3.0,42529.0,3.0,99.0,0.0,2.0,11.0,0
3346.0,21.0,1.0,15977.5498046875,9.0,51524.0,9.0,132.0,1.0,5.0,20.0,0
2101.0,8.0,1.0,17555.17578125,5.0,61428.0,5.0,74.0,1.0,3.0,24.0,0
1647.0,10.0,0.0,5808.57421875,19.0,48080.0,7.0,46.0,0.0,8.0,69.0,0
200.0,2.0,0.0,2016.3837890625,2.0,20417.0,0.0,7.0,0.0,0.0,3.0,0
628.0,17.0,0.0,27927.3408203125,2.0,57901.0,2.0,2021.0,1.0,10.0,6.0,0
1789.0,18.0,1.0,13391.275390625,23.0,76493.0,12.0,62400.0,1.0,6.0,90.0,0
2167.0,21.0,0.0,37210.7880859375,9.0,47565.0,4.0,204.0,1.0,5.0,26.0,0
2273.0,7.0,1.0,17005.54296875,2.0,47092.0,2.0,55.0,1.0,1.0,17.0,0
793.0,8.0,1.0,5320.1669921875,4.0,57461.0,2.0,2.0,0.0,3.0,6.0,0
467.0,5.0,0.0,5297.75,4.0,29492.0,0.0,1.0,1.0,0.0,3.0,0
1347.0,41.0,2.0,5328.2548828125,3.0,31686.0,7.0,10001007.0,1.0,8.0,18.0,0
516.0,5.0,0.0,3716.6123046875,4.0,43739.0,1.0,8.0,0.0,0.0,7.0,0
1816.0,24.0,0.0,7691.7880859375,5.0,62196.0,4.0,4028.0,0.0,5.0,42.0,0
746.0,19.0,1.0,4383.6396484375,6.0,60964.0,7.0,10.0,0.0,7.0,12.0,0
2936.0,19.0,1.0,11007.21875,14.0,67086.0,5.0,233.0,0.0,7.0,29.0,0
474.0,5.0,0.0,3214.373046875,2.0,24229.0,0.0,4.0,1.0,0.0,4.0,0
194.0,10.0,0.0,1121.123046875,2.0,13391.0,0.0,11020202.0,0.0,0.0,5.0,0
1126.0,29.0,1.0,15812.0810546875,11.0,28796.0,6.0,37.0,0.0,5.0,72.0,0
2756.0,11.0,0.0,10022.5595703125,13.0,66334.0,4.0,223.0,0.0,3.0,57.0,0
1218.0,17.0,0.0,8052.28125,5.0,40375.0,3.0,781.0,0.0,2.0,31.0,0
1448.0,10.0,1.0,11605.8212890625,8.0,47963.0,15.0,12803.0,0.0,11.0,19.0,0
609.0,3.0,1.0,9790.412109375,4.0,56194.0,1.0,2.0,1.0,1.0,6.0,0
221.0,24.0,0.0,3614.5576171875,2.0,20544.0,3.0,10002.0,0.0,7.0,5.0,0
928.0,7.0,1.0,15371.630859375,7.0,70657.0,9.0,51.0,0.0,3.0,16.0,0
146.0,18.0,0.0,34181.4697265625,5.0,55380.0,1.0,12.0,1.0,2.0,10.0,0
468.0,5.0,0.0,31070.4111328125,2.0,43350.0,0.0,44.0,1.0,0.0,2.0,0
652.0,7.0,1.0,2275.4296875,3.0,19209.0,4.0,83.0,1.0,3.0,7.0,0
85.0,3.0,0.0,894.1474609375,8.0,8736.0,1.0,22.0,0.0,7.0,8.0,0
461.0,10.0,0.0,11982.619140625,5.0,14100.0,0.0,300090.0,0.0,1.0,37.0,0
1241.0,5.0,1.0,5306.701171875,7.0,75211.0,9.0,1.0,0.0,5.0,8.0,0
1404.0,16.0,0.0,23132.4326171875,14.0,39376.0,2.0,235.0,0.0,2.0,32.0,0
708.0,10.0,0.0,1613.1025390625,18.0,7898.0,0.0,20140710.0,1.0,1.0,10.0,0
359.0,2.0,0.0,1314.275390625,2.0,11078.0,0.0,3.0,0.0,0.0,2.0,0
1396.0,11.0,2.0,28554.69140625,7.0,56737.0,3.0,197.0,1.0,7.0,55.0,0
400.0,11.0,1.0,1433.4345703125,2.0,7626.0,2.0,41.0,0.0,3.0,5.0,0
2246.0,14.0,1.0,12543.009765625,3.0,55716.0,8.0,101.0,1.0,3.0,74.0,0
1097.0,6.0,3.0,3140.6884765625,4.0,38994.0,9.0,122.0,0.0,4.0,5.0,0
2137.0,14.0,0.0,8924.6181640625,8.0,38911.0,5.0,2093.0,1.0,11.0,34.0,0
1115.0,18.0,0.0,37926.4287109375,2.0,38090.0,4.0,84.0,1.0,3.0,7.0,0
14.0,1.0,0.0,71.8955078125,0.0,345.0,1.0,10.0,0.0,0.0,1.0,0
1905.0,28.0,5.0,31068.2236328125,7.0,43703.0,38.0,2272057.0,1.0,15.0,26.0,0
200.0,2.0,0.0,2000.6591796875,2.0,20417.0,0.0,8.0,0.0,0.0,3.0,0
1802.0,14.0,2.0,8433.80078125,6.0,53795.0,7.0,51.0,0.0,4.0,12.0,0
206.0,3.0,0.0,1565.3037109375,4.0,9089.0,1.0,2.0,0.0,0.0,8.0,0
2079.0,23.0,0.0,9471.8671875,20.0,61163.0,6.0,82.0,0.0,11.0,106.0,0
1838.0,15.0,1.0,26777.0849609375,5.0,95751.0,12.0,4331.0,1.0,8.0,44.0,0
597.0,2.0,0.0,3009.005859375,2.0,41008.0,0.0,10400014.0,0.0,0.0,2.0,0
1455.0,37.0,3.0,14410.486328125,12.0,33051.0,26.0,190.0,0.0,13.0,59.0,0
650.0,7.0,0.0,3861.5478515625,2.0,50669.0,0.0,29.0,0.0,0.0,17.0,0
746.0,4.0,1.0,4175.955078125,4.0,57376.0,2.0,3.0,0.0,1.0,14.0,0
1204.0,9.0,1.0,8368.0634765625,5.0,43149.0,7.0,140.0,0.0,4.0,25.0,0
1917.0,7.0,3.0,6495.78515625,5.0,34396.0,5.0,131.0,0.0,3.0,40.0,0
339.0,5.0,1.0,3769.5380859375,4.0,24838.0,0.0,3.0,0.0,0.0,4.0,0
612.0,5.0,0.0,2919.666015625,7.0,40831.0,0.0,2.0,0.0,1.0,5.0,0
1522.0,20.0,1.0,9272.845703125,15.0,76806.0,4.0,331.0,0.0,3.0,39.0,0
2062.0,20.0,1.0,13609.822265625,8.0,88806.0,2.0,101.0,1.0,1.0,123.0,0
324.0,10.0,0.0,11751.169921875,2.0,27764.0,0.0,285.0,1.0,0.0,10.0,0
1189.0,16.0,0.0,9119.470703125,7.0,26681.0,4.0,44.0,1.0,4.0,15.0,0
1083.0,15.0,0.0,12164.4736328125,19.0,56923.0,3.0,2599.0,1.0,7.0,43.0,0
152.0,5.0,0.0,2056.9501953125,2.0,33887.0,2.0,19.0,0.0,3.0,5.0,0
143.0,3.0,0.0,1340.4033203125,2.0,10507.0,0.0,9.0,0.0,0.0,3.0,0
2328.0,19.0,1.0,12652.525390625,9.0,53814.0,4.0,28.0,1.0,4.0,68.0,0
360.0,6.0,0.0,38413.203125,2.0,52359.0,0.0,33.0,1.0,0.0,6.0,0
1552.0,12.0,0.0,13908.50390625,8.0,73127.0,4.0,74.0,1.0,3.0,42.0,0
215.0,5.0,0.0,3630.123046875,2.0,16240.0,3.0,3.0,1.0,1.0,7.0,0
171.0,4.0,0.0,883.85546875,5.0,2939.0,0.0,200000.0,0.0,0.0,5.0,0
1270.0,5.0,0.0,18884.7978515625,2.0,20306.0,0.0,4.0,0.0,1.0,14.0,0
1598.0,14.0,1.0,16526.8662109375,8.0,47136.0,4.0,54.0,0.0,4.0,35.0,0
627.0,4.0,0.0,15399.3984375,2.0,33950.0,2.0,50014.0,0.0,1.0,10.0,0
2784.0,19.0,8.0,10566.611328125,7.0,53935.0,27.0,249.0,1.0,18.0,73.0,0
1998.0,10.0,1.0,12511.4794921875,5.0,68938.0,4.0,373.0,1.0,2.0,8.0,0
1751.0,23.0,2.0,12282.0703125,5.0,64723.0,4.0,37.0,0.0,6.0,19.0,0
471.0,7.0,1.0,2632.6669921875,2.0,33520.0,2.0,34.0,0.0,2.0,5.0,0
1084.0,19.0,3.0,6253.658203125,12.0,41629.0,10.0,370225.0,0.0,8.0,24.0,0
628.0,17.0,0.0,27925.75390625,2.0,57901.0,2.0,2021.0,1.0,10.0,6.0,0
1963.0,4.0,1.0,39566.5986328125,2.0,16484.0,0.0,3.0,0.0,0.0,20.0,0
1396.0,11.0,2.0,28543.7578125,7.0,56737.0,3.0,197.0,1.0,7.0,55.0,0
81.0,9.0,0.0,552.6103515625,2.0,607.0,0.0,4.0,0.0,0.0,1.0,0
1744.0,21.0,0.0,8142.037109375,2.0,52127.0,6.0,106.0,0.0,3.0,37.0,0
320.0,11.0,0.0,27320.9248046875,2.0,17920.0,1.0,1008000.0,1.0,3.0,2.0,0
628.0,17.0,0.0,27912.79296875,2.0,57901.0,2.0,2021.0,1.0,10.0,6.0,0
2312.0,60.0,9.0,8387.0615234375,13.0,72255.0,14.0,20431045.0,1.0,25.0,151.0,0
2702.0,7.0,2.0,46666.6669921875,9.0,37854.0,7.0,37.0,0.0,6.0,35.0,0
117.0,3.0,0.0,45047.9375,2.0,21914.0,0.0,7.0,1.0,0.0,4.0,0
1325.0,19.0,2.0,9280.4150390625,8.0,43795.0,5.0,296.0,1.0,4.0,64.0,0
120.0,2.0,0.0,1836.53125,2.0,12816.0,2.0,11.0,1.0,2.0,7.0,0
331.0,3.0,0.0,37205.248046875,2.0,3769.0,0.0,1034005.0,1.0,0.0,1.0,0
31.0,7.0,0.0,942.5615234375,2.0,3722.0,1.0,37.0,0.0,2.0,1.0,0
882.0,4.0,0.0,6190.5244140625,2.0,38945.0,1.0,34.0,0.0,3.0,13.0,0
2872.0,17.0,2.0,18148.2158203125,15.0,82432.0,11.0,164.0,1.0,9.0,58.0,0
1906.0,21.0,0.0,26859.7724609375,21.0,85627.0,9.0,10.0,1.0,4.0,56.0,0
2081.0,17.0,4.0,15606.419921875,24.0,40391.0,5.0,205.0,1.0,4.0,43.0,0
2439.0,17.0,0.0,12454.876953125,18.0,63317.0,12.0,178.0,0.0,8.0,54.0,0
271.0,9.0,0.0,2917.681640625,2.0,46506.0,1.0,1.0,0.0,1.0,20.0,0
299.0,1.0,0.0,771.1025390625,2.0,8555.0,0.0,1.0,0.0,0.0,1.0,0
861.0,14.0,2.0,10772.83203125,6.0,57406.0,4.0,1280.0,1.0,3.0,20.0,0
964.0,2.0,0.0,3947.3720703125,2.0,38535.0,2.0,56.0,0.0,2.0,16.0,0
2999.0,43.0,1.0,18634.529296875,5.0,85544.0,26.0,213122.0,1.0,32.0,28.0,0
3533.0,22.0,5.0,16991.2919921875,10.0,55211.0,18.0,1318364.0,1.0,20.0,49.0,0
16.0,2.0,0.0,752.556640625,2.0,13858.0,0.0,1.0,0.0,0.0,2.0,0
2807.0,13.0,0.0,28962.8154296875,13.0,89539.0,8.0,5935.0,1.0,8.0,128.0,0
636.0,8.0,1.0,16904.9921875,2.0,53842.0,5.0,16.0,1.0,2.0,21.0,0
860.0,0.0,0.0,1203.7900390625,0.0,28.0,0.0,30.0,0.0,0.0,0.0,0
211.0,27.0,0.0,7249.2119140625,0.0,15155.0,4.0,382.0,1.0,7.0,25.0,0
629.0,7.0,1.0,2246.064453125,3.0,19084.0,4.0,80.0,1.0,3.0,6.0,0
1677.0,8.0,2.0,5795.1201171875,9.0,37854.0,7.0,3.0,0.0,6.0,35.0,0
2210.0,21.0,2.0,24729.1494140625,8.0,61670.0,8.0,220.0,1.0,9.0,44.0,0
378.0,8.0,0.0,7520.271484375,2.0,65237.0,1.0,30.0,0.0,1.0,14.0,0
1118.0,19.0,1.0,9130.18359375,10.0,81881.0,11.0,366.0,0.0,9.0,42.0,0
480.0,7.0,0.0,9634.7509765625,2.0,51880.0,0.0,2.0,1.0,0.0,10.0,0
2716.0,16.0,3.0,10108.41015625,11.0,55784.0,6.0,1330602521.0,1.0,8.0,33.0,0
1540.0,20.0,1.0,11505.9365234375,2.0,82194.0,4.0,34.0,0.0,5.0,35.0,0
612.0,16.0,1.0,19051.7294921875,2.0,26761.0,3.0,2003008.0,1.0,2.0,7.0,0
247.0,10.0,0.0,5965.146484375,2.0,55573.0,1.0,10.0,1.0,3.0,2.0,0
588.0,9.0,3.0,3881.0595703125,5.0,46074.0,1.0,39.0,0.0,3.0,18.0,0
2603.0,23.0,2.0,40267.9228515625,8.0,50351.0,10.0,665106083.0,1.0,10.0,71.0,0
1019.0,2.0,1.0,5278.9013671875,3.0,21703.0,1.0,13.0,0.0,0.0,5.0,0
288.0,3.0,0.0,20163.7822265625,2.0,14817.0,0.0,4002000.0,1.0,0.0,2.0,0
453.0,6.0,1.0,50334.9169921875,8.0,10414.0,10.0,147.0,1.0,3.0,16.0,0
5516.0,6.0,1.0,48525.876953125,3.0,62424.0,3.0,50.0,1.0,2.0,23.0,0
1319.0,12.0,0.0,19032.087890625,8.0,71733.0,0.0,2051.0,0.0,0.0,24.0,0
1554.0,21.0,1.0,29156.5322265625,2.0,31617.0,5.0,71.0,1.0,3.0,21.0,0
685.0,5.0,0.0,11396.8955078125,5.0,50725.0,1.0,51.0,0.0,0.0,26.0,0
2872.0,14.0,1.0,25877.3408203125,5.0,75615.0,7.0,404.0,1.0,5.0,12.0,0
1813.0,22.0,0.0,11228.150390625,12.0,48693.0,5.0,75.0,1.0,10.0,32.0,0
361.0,10.0,0.0,1718.998046875,2.0,16389.0,0.0,102.0,0.0,0.0,25.0,0
406.0,19.0,0.0,4727.7939453125,2.0,20093.0,1.0,51.0,1.0,2.0,7.0,0
1230.0,9.0,1.0,5378.416015625,3.0,26428.0,6.0,42.0,0.0,4.0,14.0,0
1120.0,11.0,1.0,21216.7607421875,2.0,46452.0,5.0,28.0,0.0,5.0,47.0,0
139.0,13.0,0.0,22758.6044921875,2.0,53104.0,5.0,20105053.0,1.0,6.0,11.0,0
914.0,21.0,1.0,3941.58203125,14.0,35788.0,15.0,424.0,0.0,22.0,25.0,0
157.0,13.0,0.0,2393.9814453125,2.0,4411.0,0.0,2100.0,1.0,1.0,1.0,0
922.0,14.0,1.0,5723.5595703125,2.0,65211.0,13.0,5.0,0.0,12.0,35.0,0
425.0,6.0,0.0,36310.8740234375,2.0,29092.0,1.0,1000011.0,1.0,2.0,7.0,0
1036.0,5.0,1.0,12965.3017578125,2.0,51976.0,0.0,1.0,0.0,0.0,14.0,0
707.0,11.0,0.0,20772.873046875,7.0,58054.0,2.0,4.0,0.0,8.0,13.0,0
909.0,18.0,6.0,4918.263671875,4.0,19744.0,3.0,635.0,0.0,8.0,33.0,0
578.0,9.0,1.0,11739.70703125,59.0,16586.0,3.0,67.0,1.0,5.0,33.0,0
1356.0,10.0,3.0,39436.1796875,4.0,64369.0,9.0,426584.0,1.0,7.0,43.0,0
1561.0,8.0,1.0,7608.2666015625,8.0,33768.0,8.0,20161115.0,0.0,7.0,40.0,0
866.0,13.0,0.0,6833.2109375,6.0,73153.0,1.0,1008.0,0.0,3.0,10.0,0
1401.0,48.0,6.0,6302.771484375,38.0,53497.0,11.0,11518.0,1.0,14.0,60.0,0
614.0,15.0,0.0,2956.9130859375,2.0,15627.0,3.0,11.0,0.0,5.0,3.0,0
204.0,3.0,0.0,1517.10546875,2.0,20498.0,0.0,2.0,0.0,0.0,3.0,0
743.0,6.0,0.0,7091.384765625,2.0,41401.0,2.0,31.0,1.0,2.0,8.0,0
1769.0,11.0,1.0,39668.5947265625,2.0,35920.0,0.0,507.0,0.0,1.0,10.0,0
2381.0,13.0,1.0,6312.1650390625,6.0,44337.0,4.0,845.0,0.0,4.0,45.0,0
288.0,3.0,0.0,20849.7236328125,2.0,14817.0,0.0,6007000.0,1.0,0.0,2.0,0
449.0,10.0,1.0,24954.3017578125,3.0,32513.0,4.0,105032.0,1.0,3.0,3.0,0
487.0,7.0,0.0,3035.9033203125,2.0,42363.0,2.0,1.0,0.0,2.0,9.0,0
629.0,7.0,1.0,2229.4658203125,3.0,19074.0,4.0,73.0,1.0,3.0,6.0,0
971.0,11.0,3.0,18383.7607421875,12.0,61907.0,15.0,4025.0,0.0,6.0,54.0,0
1340.0,28.0,2.0,31729.013671875,13.0,79557.0,10.0,17.0,1.0,6.0,88.0,0
304.0,4.0,0.0,24019.046875,2.0,15853.0,0.0,44.0,1.0,0.0,3.0,0
1269.0,5.0,0.0,33050.2294921875,3.0,68116.0,0.0,259.0,0.0,2.0,33.0,0
628.0,14.0,0.0,36429.8544921875,2.0,52893.0,0.0,21430.0,1.0,0.0,2.0,0
626.0,2.0,1.0,13821.40234375,2.0,36007.0,1.0,1.0,0.0,1.0,5.0,0
1448.0,6.0,1.0,21302.9541015625,5.0,60547.0,2.0,1.0,1.0,1.0,22.0,0
2170.0,17.0,2.0,36611.296875,7.0,78177.0,10.0,20.0,0.0,7.0,10.0,0
63.0,3.0,0.0,3194.0517578125,2.0,4618.0,0.0,4.0,0.0,0.0,13.0,0
1078.0,10.0,0.0,7502.138671875,31.0,60018.0,0.0,203.0,0.0,0.0,19.0,0
200.0,3.0,0.0,9979.70703125,2.0,38344.0,0.0,12.0,0.0,0.0,7.0,0
200.0,2.0,0.0,2017.466796875,2.0,20417.0,0.0,8.0,0.0,0.0,3.0,0
1299.0,11.0,1.0,18398.5048828125,2.0,64562.0,5.0,120.0,1.0,4.0,35.0,0
937.0,5.0,0.0,2969.2646484375,3.0,35741.0,3.0,17.0,0.0,1.0,33.0,0
354.0,3.0,0.0,2559.544921875,2.0,28326.0,0.0,3.0,0.0,0.0,4.0,0
1233.0,16.0,1.0,3612.6884765625,2.0,32011.0,3.0,6.0,0.0,3.0,8.0,0
1512.0,10.0,2.0,7110.3291015625,4.0,37257.0,9.0,68.0,0.0,2.0,46.0,0
395.0,5.0,0.0,2576.7431640625,2.0,20411.0,0.0,3.0,0.0,0.0,2.0,0
500.0,8.0,1.0,2671.2421875,2.0,21979.0,1.0,3.0,0.0,1.0,3.0,0
295.0,13.0,0.0,5300.5849609375,21.0,49574.0,0.0,15.0,0.0,0.0,44.0,0
3029.0,11.0,2.0,20275.15625,6.0,60963.0,5.0,41312.0,1.0,4.0,59.0,0
508.0,2.0,0.0,4068.443359375,2.0,43987.0,1.0,1.0,0.0,1.0,11.0,0
452.0,2.0,0.0,2209.685546875,2.0,23707.0,0.0,1.0,0.0,0.0,22.0,0
537.0,8.0,1.0,1876.65234375,2.0,19264.0,5.0,7.0,0.0,5.0,7.0,0
62.0,4.0,1.0,375.4560546875,2.0,4568.0,3.0,11.0,0.0,4.0,5.0,0
2295.0,20.0,1.0,14027.955078125,10.0,58210.0,6.0,650080009.0,0.0,15.0,35.0,0
659.0,39.0,4.0,2725.189453125,17.0,33691.0,6.0,65.0,1.0,24.0,82.0,0
2234.0,11.0,1.0,7995.9150390625,7.0,60036.0,9.0,229.0,1.0,5.0,24.0,0
677.0,8.0,2.0,1500.1376953125,4.0,14814.0,6.0,27.0,0.0,3.0,6.0,0
984.0,15.0,1.0,6921.154296875,7.0,74518.0,9.0,8.0,1.0,5.0,28.0,0
521.0,3.0,0.0,3085.97265625,2.0,16824.0,0.0,26.0,0.0,0.0,9.0,0
1140.0,12.0,1.0,3592.9443359375,4.0,27940.0,2.0,27.0,0.0,1.0,13.0,0
795.0,19.0,1.0,14154.0166015625,3.0,82495.0,3.0,2042659697.0,1.0,4.0,16.0,0
255.0,9.0,1.0,1238.7392578125,4.0,5174.0,1.0,331008.0,0.0,0.0,26.0,0
1446.0,8.0,0.0,12088.990234375,5.0,53419.0,0.0,9.0,1.0,0.0,25.0,0
845.0,7.0,2.0,3447.767578125,2.0,34439.0,4.0,51.0,0.0,6.0,13.0,0
1249.0,13.0,1.0,35010.505859375,5.0,72411.0,3.0,12.0,1.0,9.0,10.0,0
467.0,9.0,0.0,4253.015625,2.0,43856.0,0.0,16.0,0.0,2.0,22.0,0
2754.0,17.0,1.0,39950.77734375,29.0,84951.0,13.0,2160013.0,1.0,16.0,89.0,0
3372.0,18.0,1.0,19072.4111328125,6.0,44642.0,14.0,126.0,1.0,6.0,41.0,0
1302.0,8.0,1.0,7698.0078125,7.0,81755.0,7.0,9.0,0.0,5.0,10.0,0
888.0,10.0,0.0,4644.3134765625,5.0,33530.0,2.0,76.0,0.0,1.0,74.0,0
2105.0,18.0,1.0,17683.505859375,11.0,27093.0,6.0,1178.0,1.0,6.0,18.0,0
1559.0,26.0,0.0,8272.4365234375,10.0,61639.0,2.0,20003000.0,1.0,3.0,39.0,0
5897.0,35.0,0.0,47735.671875,3.0,118823.0,9.0,1021046.0,1.0,10.0,175.0,0
747.0,4.0,1.0,1660.693359375,2.0,22061.0,2.0,208.0,0.0,1.0,3.0,0
1522.0,13.0,2.0,13750.5205078125,8.0,68865.0,4.0,23.0,0.0,3.0,24.0,0
1290.0,9.0,1.0,11163.869140625,12.0,35618.0,3.0,7.0,1.0,4.0,22.0,0
248.0,10.0,0.0,5929.05078125,2.0,55360.0,1.0,4.0,1.0,3.0,2.0,0
1398.0,8.0,1.0,5565.88671875,2.0,46209.0,7.0,57.0,0.0,6.0,23.0,0
494.0,3.0,1.0,8824.8662109375,2.0,8371.0,1.0,224.0,1.0,4.0,4.0,0
1046.0,13.0,2.0,7506.794921875,10.0,71479.0,5.0,50.0,1.0,4.0,10.0,0
2056.0,26.0,3.0,12784.732421875,11.0,36287.0,16.0,214301.0,0.0,14.0,22.0,0
244.0,2.0,0.0,4549.0029296875,2.0,20387.0,0.0,1.0,0.0,0.0,7.0,0
557.0,6.0,0.0,2471.1708984375,2.0,35310.0,1.0,1.0,0.0,0.0,3.0,0
567.0,14.0,1.0,3597.2822265625,3.0,21784.0,0.0,14012.0,0.0,0.0,40.0,0
2632.0,22.0,4.0,15908.6455078125,49.0,55348.0,13.0,8501.0,0.0,7.0,54.0,0
2028.0,11.0,1.0,7759.2900390625,5.0,49643.0,7.0,75.0,0.0,6.0,38.0,0
296.0,10.0,3.0,4167.384765625,2.0,15948.0,2.0,10.0,0.0,2.0,10.0,0
424.0,2.0,0.0,3056.0869140625,6.0,11374.0,0.0,44.0,0.0,0.0,37.0,0
475.0,4.0,0.0,3688.3583984375,2.0,34964.0,0.0,2.0,0.0,0.0,3.0,0
45.0,6.0,1.0,1255.166015625,4.0,620.0,1.0,10001079.0,1.0,2.0,2.0,0
1683.0,21.0,2.0,14197.447265625,6.0,94114.0,15.0,42.0,1.0,9.0,33.0,0
2488.0,9.0,2.0,48630.412109375,6.0,94976.0,9.0,108.0,1.0,11.0,31.0,0
371.0,5.0,0.0,31047.775390625,2.0,40374.0,1.0,18.0,1.0,1.0,10.0,0
1620.0,12.0,1.0,7623.6171875,11.0,55301.0,3.0,394.0,0.0,5.0,40.0,0
917.0,9.0,2.0,9469.9609375,10.0,71805.0,8.0,1902.0,0.0,7.0,21.0,0
486.0,16.0,0.0,29922.232421875,3.0,26663.0,2.0,104012.0,1.0,1.0,14.0,0
1205.0,8.0,3.0,4744.8193359375,14.0,39105.0,8.0,17.0,0.0,8.0,72.0,0
896.0,12.0,0.0,5301.583984375,8.0,55759.0,6.0,2.0,0.0,7.0,32.0,0
1065.0,9.0,4.0,4276.7802734375,7.0,43276.0,3.0,220.0,0.0,8.0,39.0,0
72.0,10.0,0.0,31193.0712890625,2.0,38280.0,0.0,77.0,1.0,1.0,2.0,0
1873.0,19.0,2.0,12224.130859375,45.0,46942.0,11.0,150302.0,0.0,6.0,75.0,0
728.0,8.0,1.0,6911.3671875,2.0,49521.0,2.0,12.0,0.0,3.0,13.0,0
218.0,4.0,0.0,5295.673828125,2.0,26664.0,0.0,131.0,0.0,0.0,6.0,0
2348.0,19.0,1.0,15768.18359375,7.0,74502.0,5.0,15.0,0.0,3.0,13.0,0
360.0,2.0,0.0,2690.220703125,2.0,13649.0,0.0,7.0,0.0,0.0,8.0,0
2950.0,50.0,2.0,12743.6533203125,24.0,58491.0,15.0,122.0,1.0,25.0,62.0,0
857.0,12.0,0.0,6378.1865234375,5.0,54583.0,6.0,110036.0,1.0,6.0,15.0,0
3528.0,17.0,4.0,13364.26953125,13.0,78010.0,8.0,133.0,1.0,10.0,70.0,0
1240.0,11.0,0.0,9634.9892578125,5.0,58879.0,0.0,74.0,1.0,0.0,20.0,0
1748.0,7.0,0.0,22521.1064453125,2.0,53043.0,2.0,36.0,1.0,3.0,55.0,0
1520.0,46.0,14.0,5687.9951171875,23.0,52864.0,14.0,174.0,1.0,9.0,110.0,0
288.0,4.0,0.0,6422.62109375,2.0,32628.0,0.0,2.0,1.0,0.0,6.0,0
916.0,8.0,1.0,12939.4140625,8.0,61389.0,0.0,55.0,1.0,0.0,8.0,0
696.0,14.0,0.0,2745.330078125,5.0,8306.0,0.0,55.0,0.0,0.0,74.0,0
